source,sand_pct,silt_pct,clay_pct,LL,PI,moisture_%,gamma_kN_m3,e_void_ratio,c_kPa,phi_deg,depth_m,OCR,sigma_v_eff_kPa,E_MPa,stone_column_flag,relative_density_Dr,stone_col_D_m,stone_col_S_m,area_replacement_ratio_Ar,Ec_MPa,Ec_over_Es,delta_c_kPa,delta_phi_deg,delta_E_MPa,delta_e,delta_gamma_kN_m3,effectiveness_%
CANSIS,21.37291551918533,72.49493729454554,6.132147186269135,69.24205994811672,15.654532555899324,32.00197718903645,15.668068000916413,0.8785508296791305,12.4202094745725,20.565846497915892,3.2850418797483893,0.7450745154938863,51.470259557756044,12.866200140023837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.759005335819761,4.784177199185169,49.112607314265794,-0.16620346781010945,0.9923675969637618,38.11727188059949
CANSIS,38.78863507073739,2.8663230603529186,58.34504186890969,61.94490432229671,16.284675608241887,26.271934226179855,15.813266017276773,0.5773041321680984,24.218455506466622,28.77832667959852,1.5720044906629056,1.2094837318270817,24.858525191206205,11.561856410311416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.725331329636326,5.678174096462418,81.56149650530786,-0.25651695991716816,1.635595086389482,52.240393543790745
CANSIS,42.404519514872554,6.811135241104253,50.78434524402319,26.233134060163344,9.09059552979173,23.323944663783383,20.032187266722055,0.7670743348126687,24.998014371398575,20.868052091828492,2.498192973518325,1.6063127997793747,50.044269473928296,8.680959330412481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.724719402235827,5.303502618367329,62.21133005727273,-0.20160278087867523,1.20947676833525,48.61910502185152
CANSIS,35.35856694050531,47.9627819721895,16.67865108730519,66.04209413086862,24.870238718748233,18.10834382788439,16.196226855587977,0.5151451959282061,9.880992314256977,29.103193448162507,4.190929053392856,0.9514659458434274,67.87723768442527,14.875383213234972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.710170444536374,4.707861612976725,57.78849279292062,-0.20325795618993758,1.2883977012764023,46.72106442032835
CANSIS,39.48970786092896,45.50991894268051,15.000373196390534,63.49481810310641,22.342055644537215,18.32504782645495,18.162103411376087,0.7780003148507475,21.952559373582687,21.673570572063497,2.469562914788282,1.5339558256331272,44.852457039284126,23.309292746010723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.507535161913882,3.954927080424612,53.05917199012011,-0.18606297589687124,1.0561744184219715,41.60135199426437
CANSIS,28.008282126790554,56.904469831270575,15.08724804193886,45.94190285630361,10.51924031971901,26.737173879954753,17.555478013003533,1.0302095739147363,28.14880732935823,19.88082080240352,1.348068873211155,1.0377765793223892,23.66599346367288,17.095014487517865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.304744465662697,4.248292743767012,39.53113292596156,-0.16585521905364436,1.3595455540470618,41.24849168351732
CANSIS,17.338531761483164,60.92814487574226,21.733323362774573,49.563771787246466,7.059526140396067,34.85348403052919,17.236716631294215,0.7113136921421901,19.966869936078258,20.64455184228732,3.2271396437127517,1.8519119414575713,55.625291568292475,7.550901480299935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.380886955700696,4.8049053432695,57.49747118410191,-0.1809896307586063,1.1458318159570076,44.43517534250965
CANSIS,17.441963876579734,48.696432383647185,33.86160373977308,39.95013519350651,22.012482551867826,26.545979746234465,19.999166728436364,0.5214478069162014,5.363093503283222,18.031874163505123,4.380483405984139,1.8643969275466015,87.60601798742559,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.436284059105159,4.831507253545318,65.0879640610029,-0.20580484262080437,1.1569881575856196,49.61369767123491
CANSIS,37.406493366397605,33.836530608286026,28.756976025316366,22.738081941101566,21.36278035702838,23.944585434250623,15.609116983877447,0.517025685005639,5.271154072378765,29.499833885656486,4.183705548574009,1.0864733655657244,65.30394933378888,14.435362692902874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.561050126680163,4.836231332279526,63.17824419466716,-0.21693455413014825,1.3696792108438829,54.60090213544479
CANSIS,44.759662585879745,34.22273470322795,21.017602710892305,36.759862082295044,11.831488174955233,28.266262755981153,18.818948430877946,0.7133927179707782,15.710880319100365,29.718416784934064,1.700492560521413,0.9989918801522126,32.00148180354407,17.617044286158954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.825369107469747,4.2182825155294426,56.93488962253583,-0.1747887618517487,1.1360738329255253,35.189646726550954
CANSIS,40.11251239560085,21.235578394668273,38.651909209730874,60.14267242990057,28.771589056260257,21.630140307092955,20.316972171067754,0.5880137150547567,32.78582205295346,26.23893359861215,3.691058457649867,1.2346951636861005,74.99113196585661,16.54695421895659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.047837699355803,5.18146026044755,57.76064390992509,-0.19060339919965832,1.5631109312625144,51.680396416806474
CANSIS,50.270185351201434,37.05765231293627,12.6721623358623,20.231601150230144,8.776447294522505,11.503558565019631,18.30084091730921,0.5128436529805023,11.860303388108264,20.58180481688614,1.8820170537425884,1.0126910607341932,34.442494704206084,17.61388777799929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.663308609967332,4.10554822497431,53.34902872955085,-0.14986794757753663,0.9115814130197419,38.3243487376804
CANSIS,5.42366414550237,73.50838018506063,21.067955669436998,36.67495858455721,15.808370026065047,24.057420396947744,20.18411231016546,0.9159174876725973,24.030910666150614,19.336869400171036,1.872830138208689,1.5740989962792147,37.801413847466875,10.610114947757312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.865251396908157,4.620762687401969,53.101989803466985,-0.17093357754983746,0.9108739379149499,37.003393231679354
CANSIS,28.39211037712592,46.45798824172104,25.149901381153043,39.90843467954717,28.59039800418997,33.9406321126345,15.761289396430119,0.7521876548850399,11.662276120799618,18.30606346299659,4.49628709322074,1.7738840899127712,70.86728208568566,20.662621865406784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.596224155093187,5.256169762584004,63.44560395107913,-0.21613177162487246,1.4802187364614434,46.37632660774848
CANSIS,3.1633186748840534,66.75283219317897,30.083849131936976,46.86978014689615,15.493182923153057,14.382573558941491,17.59396659537081,0.65908462458496,14.650099689786458,20.65197083144353,1.9986758109609206,1.575019770184582,35.1646354530221,10.224431819553589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.378968683266127,5.513562078945684,60.8536652183117,-0.1939663898485085,1.1214014806442634,45.21204370273675
CANSIS,25.227585673328548,26.5877364500557,48.18467787661575,65.99278082063802,20.96314869160214,27.250122270516645,16.800788954810255,0.9950457506590644,30.441262688044517,32.25368855973035,2.0529893860720447,1.7716555814241544,34.4918414018619,10.482302543250627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.19796757493618,5.888454612035409,72.57318741136099,-0.23486939343086974,1.4940166036215483,54.82820438309803
CANSIS,27.378852051146726,56.63908993014349,15.982058018709786,37.31729971829806,14.939859949069858,15.023342216476411,19.154104824903648,0.563876428110289,26.865843268098406,21.864589467226907,1.0026135630451982,1.2160898108697165,19.20416528543787,13.677008180486961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.519226289477654,4.113617697588298,57.82026074486984,-0.17296902119685828,1.0343492365557911,41.70033625890294
CANSIS,47.3666106339867,19.35049525326466,33.282894112748636,37.34766009481139,11.85538005871675,23.39569211182703,20.406485452486233,1.0257553559254258,7.861978319396319,23.668341235475452,4.482676136502071,0.903212061921519,91.4756653677367,15.174557575229834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.642003928533011,4.001110116951536,47.82147983484103,-0.1873931567810918,1.1370180830087022,40.48933716631921
CANSIS,17.96986628588822,44.44733242669945,37.58280128741234,56.87506240548742,29.599441198995706,12.416911241167991,16.78265031222124,0.672681694557544,17.86106062959301,19.68552775170133,4.170379252836539,1.6593362316168698,69.99001666969812,13.776605382670418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.403926417625648,5.628304515715875,67.02550149910569,-0.23610510553540712,1.594830446392138,53.00789680643925
CANSIS,7.752483800066967,84.69274350033315,7.554772699599875,42.61089704449036,15.233350157876075,21.25927340645463,18.770873007370373,0.9886220197697747,5.875092909357934,21.557780875970725,3.509315740362712,1.16861685668402,65.8729201051144,8.725558179382023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8156571687942185,3.9962587814232933,55.011127940595536,-0.1999198767357237,0.947116345639624,36.30115982792153
CANSIS,7.262907380428407,54.322125764992485,38.41496685457911,31.2302411469991,27.35248009197836,28.904083222381153,16.4904881637987,0.8316185820637039,19.42670439809027,26.307593132483284,4.001063055755369,1.5726520727978723,65.97948296354618,7.557546275951097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.93996559096754,6.101351519269173,69.5313081943472,-0.23761316162305404,1.511130513855408,60.0
CANSIS,47.83092947924449,37.790243717954475,14.378826802801035,42.621975806634666,10.748865147277154,18.68928810597455,18.32665127285805,0.9546890478578182,24.873020351032043,27.72404292953044,1.6081942696979672,1.0518371245762954,29.472815559763273,20.041445492109638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.575171716514753,4.151847894732414,53.00548823708127,-0.16959737778078512,1.0022183998997807,37.26441053784806
CANSIS,40.6237773534952,50.79838503231443,8.577837614190374,27.042851018989992,10.327617600627082,26.62279311218045,17.81966243344168,1.0412072397657552,8.555078707944546,21.925637026659377,2.8332943783503017,0.8055985252486744,50.488349396770374,16.36027342373529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45591110042217,3.592040167983905,56.846170378096204,-0.1459837543702416,1.0017070262443617,35.958965055727575
CANSIS,4.187049904603454,38.624245546463214,57.18870454893333,28.819349325311165,5.778352072112784,29.88624901974323,20.360026648157685,0.6586229908003102,13.66654816727497,18.923714547601875,2.4048775493951235,1.9903563341340924,48.963370991240865,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.139310573821867,5.302776838368306,62.72982057298761,-0.21610241439375721,1.387069417698449,50.30690583038429
CANSIS,3.443763192695926,38.446474988203306,58.10976181910077,44.91838863697399,21.291670634397125,33.17944548698632,18.542636363482334,1.0286245169741761,16.93509876506471,24.256525906038377,1.375106105028066,0.903061960309779,25.498092466739973,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.293539340911472,6.233092192761399,80.28630587705652,-0.26070766924712807,1.6618105453995144,60.0
CANSIS,31.73222273145668,18.805923122137948,49.461854146405365,40.946272475227396,14.213158593094029,15.866052046386338,17.247531860434094,0.7142150421963313,32.585930739681494,21.747253934821345,2.9445219408596963,1.9849472921525253,50.785735988724845,10.422084005180745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.173128573246302,6.039547268496553,62.8939660049304,-0.2305462124029563,1.5756020993610695,51.96481164422581
CANSIS,4.301976054896032,73.94426664056859,21.753757304535387,65.742295053405,26.608956245990925,19.982897895232703,16.070478924439666,0.7120315476053073,34.79765046268892,21.51286277167683,4.682958601370542,1.9704639123363814,75.25738750734875,10.483414119789673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.77572329210126,5.515583076638188,69.6439348459381,-0.22668337278454045,1.421915659802307,54.56428697563832
CANSIS,53.26805174337076,36.35998198627813,10.371966270351113,38.119694955831655,16.83024766728893,13.810400333260436,16.25623414367467,0.6872129073399782,6.347338969868476,33.35780484341528,1.160236476202778,1.7319635350804514,18.861075819184382,20.135431461145576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.410249196872948,4.57905138838907,53.582840303941985,-0.17404915051352648,1.1596694804497945,41.51512731113381
CANSIS,34.38240827826916,22.984775263562206,42.63281645816863,49.029417513902175,29.20483569786804,34.81208755395938,16.626584649756175,0.7977741840411718,27.830237704861762,27.860807774811583,2.1658436539751755,1.5572498507065968,36.01058285095548,17.822117645305187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.947861434518764,5.8193412200266685,75.77353149955799,-0.2363120022583601,1.3505278464830586,56.11632558853025
CANSIS,4.506381305117515,66.28523153920442,29.20838715567807,51.61321439597652,9.63813789257803,33.17502419810738,16.75483330670149,0.5847797737481679,16.151721992070296,26.910055090753534,1.8301637448228139,1.4511491653264101,30.664088468474805,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.487491061299924,5.055799024595234,56.850061059837124,-0.1937259963125923,1.2878189507903415,54.76184357595834
CANSIS,5.441825966681826,82.84607111685534,11.712102916462836,20.65472282941668,26.71557919889027,23.49892825701399,19.75308028920569,0.8045413169469062,16.773745586884402,24.65240165637315,1.9525866146627853,1.825932008991185,38.56960017106233,17.36395663920155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.727371361679408,4.700827284259727,42.06815687227525,-0.18565781016894062,1.1553336499745568,37.4478195161229
CANSIS,53.16274025724765,14.602529686632494,32.23473005611986,53.17686860083553,24.414921319793542,31.05083235941053,18.306113941412626,0.7979376468255022,27.62794920041068,24.86310933488231,4.633738207517501,1.0762713781053344,84.82573960149247,11.175967729610534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.025657981472577,4.814556044292996,67.64002695526966,-0.21442613835175567,1.4517897224095215,49.17815974294864
CANSIS,24.909336686564725,68.19929465209826,6.891368661337012,28.90179834348757,24.2730461161013,23.023949431801057,18.116954556871832,0.9190459969326785,32.552792964362254,26.654480061409295,2.8722762169371605,1.3079855762303403,52.03689769703428,17.452880324053737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.743496397750906,4.192671151082396,39.25087286612928,-0.19021284083957812,1.0061687918661895,36.60898823268906
CANSIS,15.749952106564407,29.23742577910258,55.01262211433301,68.05351587347275,26.119580702922192,25.589642200068994,16.073844359346086,0.958507479065672,33.52785783507645,29.142876912577716,2.865197651759275,1.5052069601764524,46.05474111314248,9.162090327053367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.583704031807784,6.100108036803007,78.54751141680141,-0.25431332974033116,1.6204788854423264,60.0
CANSIS,49.07972372074797,31.6873772912511,19.23289898800093,27.433136387655647,24.02559977357497,12.228110802900416,19.800698466747175,0.7422427426718332,22.313677581149623,29.234337538909273,4.042302569821129,1.2345476186303384,80.04041429638539,16.430825593150004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.042429179439694,4.6044092042110165,60.01482083692319,-0.17942225772031456,1.078306899543922,47.466418877381145
CANSIS,46.68101346157659,11.880260898954404,41.438725639469006,40.73120618635119,20.655508040785385,28.881760512420197,19.11407151604242,0.6662832871433215,15.713634779015084,20.747102523287193,1.6179688160197032,1.2557323903173483,30.925971660127086,16.6556294262597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.61513052062928,5.548878081165962,65.2820483185735,-0.20836742597600452,1.418313096528179,54.87439215264678
CANSIS,58.103016860731685,19.75287395435071,22.144109184917603,24.267483403932193,8.28112194205969,13.192837090880872,15.838341809500008,0.642634193524402,28.626472575763376,26.00180403322603,2.949061416400203,1.1293700677527096,46.70824273015465,25.920779586500263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.27699908321723,4.212318756701142,64.6517123072363,-0.1804592697996583,1.2414890394061446,44.99546588887722
CANSIS,40.07831019980949,26.317948635410914,33.60374116477959,69.84371259229736,5.813154487281298,30.651690756313208,19.039175486148842,0.6070431101876795,12.530041497869007,24.59132952054563,2.719940856484239,1.4335013616898968,51.78543127854941,6.196388665938166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.245726099969605,3.92058498594972,62.601069111523444,-0.18658878343338503,1.142407675982173,43.398631805343065
CANSIS,19.74063498777899,45.19029964834063,35.069065363880384,45.10975051656213,28.02119619539217,29.550702191759648,18.21769108671323,0.5317061702094636,21.92222086500553,31.928431460310147,3.3876427621866245,1.8057468864196509,61.71502935365586,13.2756615515686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.005169991126632,5.274502429154811,63.30066558276037,-0.20638030277783703,1.5284060734338916,51.13443747137044
CANSIS,5.21182269032374,79.62118225577227,15.166995053903987,49.76925086600219,20.41625786301845,27.71861744357441,15.908626728733891,0.6883463883590923,15.757353845746195,28.10270273949402,4.998230813001754,0.9619868914082066,79.51498830810104,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.215620620194542,5.227771221254825,61.09170921914467,-0.20675632180582026,1.3009363075946323,42.401889283721836
CANSIS,31.735899987160323,9.936945485788954,58.32715452705072,23.353823869421376,24.913432274404407,10.904009513119053,17.79150320764328,0.6486362306719308,24.698932211236283,26.52006506265571,4.077795576328189,1.9147629503794739,72.55011307635655,6.13584495681402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.50654055431452,6.3959478267996035,78.79010957685745,-0.25589100049267577,1.6554833635148996,60.0
CANSIS,25.789256633616453,26.57843808152225,47.6323052848613,57.49802351995889,17.038058787813753,17.578208898633214,17.923481435650235,1.031529562226524,12.211967386805206,19.846314274862678,2.5914628120697087,1.5958139498726984,46.44803560330938,15.90333689210234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.274179655988284,5.5549672790091424,58.13251765269114,-0.23446590485289617,1.4025873138216347,53.94414111832675
CANSIS,17.67469208558728,25.652866128382314,56.672441786030404,30.49527965477929,7.932704724059862,16.577814247771073,16.32887270081638,0.8067398544375242,10.747788372044774,27.690206229174585,4.310212209096187,1.7702551764840393,70.3809064758362,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.681883309335932,5.740526250254791,67.62169991266997,-0.24887111965003064,1.6369506359973995,55.37314189424386
CANSIS,38.875576937417584,6.90891878906173,54.215504273520686,64.90271447203568,8.12964480506376,19.003410186787978,20.22849073500141,0.6910023714667792,32.54717260026311,19.875262490883735,1.6828334532499207,1.423047900419015,34.04118091761645,6.651967969209128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.900816285167565,4.835647847183859,61.326326355492924,-0.21399507823780836,1.404876458429387,54.27720557083367
CANSIS,5.677493317011134,56.43800784837918,37.88449883460968,30.25698202410036,22.139132180724285,12.191068669095964,19.749876857403308,0.8192571805465327,8.054110488486106,23.395305209052033,1.1218547452358405,1.7133717118512826,22.15649307030141,5.9609044020446085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.697054274698012,5.387804690124799,52.66990922606171,-0.20451134760120837,1.6430639694089542,47.52488404745913
CANSIS,20.76338878242172,23.533528291306858,55.70308292627143,29.534386033183328,15.757647372486566,33.42394557577657,18.84511168664554,0.5765581857401325,20.17873723204795,20.285471437029308,1.8177934898570922,0.7210605165413073,34.256521339614075,15.475395847552504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.923773771420112,5.283823258467355,69.43482133044454,-0.23065063330408833,1.357965383283644,54.9227006186769
CANSIS,0.7387414298966531,89.39417095724778,9.867087612855572,21.827483392404744,10.013118167508418,23.845056017809405,17.811477805003037,0.7442240620612116,11.625583488890268,29.073178352389903,2.3616462244570386,1.7638945522133957,42.064409310185766,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.89273281128075,4.846306738380825,48.629169942276526,-0.17448740355839998,1.1194955197536038,38.635454546099965
CANSIS,29.108733346270437,55.112209220676576,15.779057433052985,43.60334725549996,17.289863668535922,17.638107766450588,17.558827707922543,0.8444288767815851,6.167898899770023,21.30003382137844,3.0423230298382395,0.7521805168109764,53.41962591277454,10.545617707560115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.49695712581598,4.724293418017526,45.215471045205476,-0.19128307142467585,1.1024382554759697,44.99172835434525
CANSIS,3.7304438843375376,88.78205522558288,7.487500890079594,48.242056663130825,6.605223426878352,19.924537926857084,18.75486733575477,0.7688938074858482,6.0805645487427915,24.269749971008416,3.4605165621647993,1.8568873892717213,64.90152903658299,16.674544259182632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.498746871736216,3.4862171360594973,45.0311085716945,-0.15536471782618,0.7938090496090675,33.2137386730532
CANSIS,6.957194868092278,70.14963693992819,22.893168191979537,23.28543197141762,19.549285047859968,21.18006351262089,18.227159347034526,0.7209783403598784,10.256653163174821,32.33079644190046,4.642422868857687,1.9895515714102363,84.61818138698622,17.636044271282152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.583201486883887,4.4560063770443925,60.77038077767632,-0.1878595334121193,1.1905225289340977,39.65762079866028
CANSIS,6.676827623175265,66.94592144390322,26.37725093292151,58.776380834750526,11.724835110877443,25.014858334015432,15.811365529409429,1.046616613894834,31.003110635180008,21.269062134383525,3.0394160382018307,1.082287700829811,48.0573179759586,7.914649505454434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.914892565749,4.956164578671736,62.71955128248,-0.22014123647911193,1.3116966497255877,47.970580725114736
CANSIS,38.9772242531714,41.098578999264326,19.924196747564274,42.664441737401376,24.938977515929704,22.891985692412444,18.062513243851658,0.9841731191819099,13.4743623193108,26.124881023340464,3.0051025785029175,0.9734141231715316,54.279705123341714,11.964376703732995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.302131305190724,4.778819725946775,57.52342023491792,-0.1868018668397202,1.605381917373201,49.44552070328683
CANSIS,33.35545653907166,16.06398045757222,50.58056300335611,46.219513466379,12.759048973089344,32.98479933036043,19.532018086164197,0.8428732769876921,33.513775117258874,24.708346578656354,1.2009720392919285,1.694972373015453,23.457407592427447,19.605297214801308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.249878502921522,5.437955668930365,66.58981467435567,-0.21677528699260207,1.3087741629994294,48.94382742537798
CANSIS,33.65412608402585,41.72444094782674,24.62143296814741,42.03813734691141,16.38050372704503,22.424087072645754,17.79619938798479,0.8131575486502556,22.448668789675807,18.289984656731676,1.1396462106248952,1.028934243196329,20.281371196041945,20.529474848749636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.391865505556606,4.6467143190362785,59.8675062944619,-0.18156385965032962,1.0416153928957574,45.80889793599213
CANSIS,57.513191510671874,22.035410456522186,20.45139803280594,40.0381530437663,5.290513497702516,34.80395037058282,15.759782887771342,0.8413632639035212,18.098425693062982,30.684129817165005,3.2046398476654883,1.8252310981238644,50.504428232708726,24.187589936863713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.561739023810258,4.060144720555815,53.22257318322009,-0.188518079400121,1.1166515587678383,36.97611583378523
CANSIS,19.70914224988366,45.44257317641268,34.848284573703666,47.982016565410895,6.811172194863972,31.285623943627392,19.431390996920165,0.6107216593023383,22.402665040083637,19.104734501033597,2.752714452993378,0.8336953698047197,53.489070838987544,6.500210199030242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.52000524392058,5.222159721902576,51.748549645765856,-0.18477107854269786,0.9475514504011884,44.100682380712065
CANSIS,18.17831258008277,69.07085504630528,12.750832373611946,27.762012296535623,14.81233891016712,15.212762858933395,16.506818910679872,0.7173257587953752,20.50095155678803,25.588080335631258,4.356721579921194,0.8637417552931657,71.91561416401025,13.088564512236141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.667585583955628,4.475092654239605,55.59719011916721,-0.17662639370450242,1.1270552325225496,40.19638697822259
CANSIS,39.46878220451122,11.410383854016594,49.120833941472185,29.096406524763555,16.998470867928088,33.264880366097906,16.793104174440195,0.5217027430899946,27.763287612719754,26.9708527190232,1.6427183388473807,1.9728970216308002,27.586340193527413,12.401277335289823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.540864350737483,5.914932471944751,78.45019196796903,-0.23050300299469448,1.507207204621644,57.57064868615002
